1471223701, 40961
1471226401, 41540
1471227302, 43607
1471228203, 41191
1471229101, 36724
1471230002, 44326
1471230901, 45670
1471233601, 21900
1471234500, 21759
1471235401, 22236
1471262401, 14055
1471263301, 12458
1471303801, 39003
1471304701, 37624
1471305600, 34299
1471308301, 41353
1471309200, 42434
1471311902, 40624
1471314606, 40190
1471316400, 39685
1471317301, 39431
1471318201, 38782
1471319102, 38547
1471320001, 30392
1471320900, 29808
1471321801, 21905
1471322701, 22017
1471323601, 20640
1471324500, 20267
1471325400, 21664
1471326301, 20913
1471327201, 20191
1471398300, 27179
1471399201, 32517
1471401001, 32934
1471401901, 33867
1471402801, 33824
1471404602, 34445
1471405500, 34484
1471406401, 33990
1471407301, 33855
1471408201, 32200
1471409101, 28134
1471410000, 29303
1471410902, 29705
1471411800, 29043
1471412701, 30590
1471413601, 33068
1471415401, 20379
1471416301, 20742
1471417200, 28695
1471418102, 21642
1471425862, 26510
1471426458, 27202
1471446901, 30175
1471447801, 31602
1471448701, 28810
1471449600, 29321
1471451401, 39490
1471452301, 43238
1471455001, 45879
1471456801, 47507
1471457700, 52018
1471458601, 55284
1471460401, 53361
1471461300, 52669
1471462201, 53326
1471463101, 54301
1471464001, 53952
1471465800, 31748
1471473921, 28696
1471481100, 14615
1471482901, 15781
1471483801, 16346
1471484701, 18418
1471485601, 18545
1471486501, 21609
1471487401, 23169
1471489200, 24395
1471490101, 24674
1471491000, 26390
1471492801, 25070
1471493700, 24976
1471494601, 23136
1471495500, 20541
1471496401, 21363
1471497300, 22695
1471499100, 22314
1471500000, 22123
1471500901, 22306
1471568401, 19399
1471570200, 21906
1471571106, 17519
1471572002, 17615
1471572901, 16904
1471573801, 17796
1471575601, 22239
1471576501, 23504
1471578301, 25191
1471579201, 24858
1471580101, 21805
1471581000, 20859
1471581901, 18170
1471582801, 20527
1471583700, 17824
1471584601, 18243
1471624201, 25245
1471634101, 26331
1471650302, 30479
1471652101, 27751
1471653000, 29391
1471660201, 20217
1471661100, 18767
1471662001, 18157
1471662900, 18245
1471663801, 18432
1471664700, 18903
1471665601, 19574
1471666501, 19334
1471667400, 18077
1471668300, 18264
1471670101, 15065
1471671000, 14012
1471671901, 14458
1471672801, 14669
1471709701, 66948
1471710601, 68074
1471711502, 67686
1471712401, 67474
1471713301, 68571
1471714201, 55374
1471715101, 60374
1471716000, 60860
1471716901, 60974
1471718701, 45638
1471719600, 17629
1471720501, 35793
1471721401, 36764
1471722300, 37599
1471723201, 39075
1471724100, 40312
1471725001, 39837
1471725900, 39530
1471726801, 36569
1471736701, 39267
1471737600, 38523
1471738500, 32404
1471740301, 37438
1471741201, 36575
1471742100, 36807
1471743001, 35751
1471744801, 36447
1471745700, 21754
1471746601, 22757
1471747500, 20395
1471748400, 19611
1471749300, 19960
1471750201, 18757
1471751100, 20328
1471752000, 19845
1471752901, 19954
1471753802, 10481
1471754701, 11993
1471755600, 10144
1471756501, 11241
1471809601, 14886
1471810500, 17042
1471811418, 17908
1471812300, 17861
1471813201, 18777
1471814109, 16340
1471815017, 17046
1471816801, 16835
1471817700, 17258
1471819501, 14863
1471820401, 15486
1471822200, 14055
1471823101, 14625
1471824900, 14727
1471825801, 14458
1471827601, 16192
1471828501, 14122
1471829401, 14424
1471830301, 14789
1471831201, 15096
1471832101, 16132
1471833002, 17300
1471834801, 17497
1471836600, 17323
1471837501, 16794
1471904101, 30051
1471906800, 14808
1471907701, 13482
1471911301, 17999
1471912201, 18400
1471914000, 17880
1471914901, 17541
1471915801, 19427
1471916701, 19238
1471917601, 19661
1471918500, 19618
1471919401, 21206
1471921201, 20044
1471922101, 21496
1471923001, 22344
1471923901, 24199
1471924801, 22941
1471926601, 21551
1471927500, 22728
1471928400, 21718
1471929301, 21415
1471952906, 9844
1472000401, 18133
1472001304, 17571
1472002200, 18126
1472003101, 17672
1472004001, 16465
1472004901, 17548
1472006703, 19472
1472007600, 20486
1472009403, 18263
1472011200, 15822
1472012101, 16898
1472013901, 16457
1472016601, 16111
1472017500, 20449
1472020201, 19117
1472086801, 44823
1472088601, 26644
1472091318, 18912
1472092218, 20326
1472093101, 22784
1472094001, 23628
1472096700, 21691
1472097601, 21380
1472153270, 31031
1472167099, 29002
1472169658, 30499
1472180600, 27532
1472185279, 25844
1472186768, 26066
1472187601, 26488
1472427902, 27040
1472428800, 26394
1472429701, 26942
1472430600, 33526
1472431501, 27873
1472433300, 31602
1472435101, 27055
1472436901, 36118
1472439601, 31696
1472441401, 35276
1472443200, 33414
1472444101, 32151
1472512501, 15735
1472513401, 16819
1472514301, 12735
1472515200, 12604
1472517001, 13802
1472517901, 12613
1472518801, 17613
1472519701, 17518
1472522401, 18579
1472523301, 18569
1472524200, 17689
1472526001, 18580
1472526905, 19580
1472528701, 17703
1472530501, 16245
1472531401, 15762
1472598901, 12382
1472599801, 13134
1472605203, 15048
1472606101, 14458
1472609701, 13618
1472610601, 15340
1472611501, 15329
1472612401, 15695
1472615100, 14469
1472616000, 14441
1472616901, 12229
1472617801, 10060
1472618701, 10842
1472620501, 10875
1472639401, 7463
1472658177, 16303
1472666401, 14373
1472686201, 13561
1472687100, 13816
1472688000, 14932
1472689800, 14214
1472691600, 13554
1472692501, 12887
1472693400, 13583
1472694300, 13629
1472695201, 14061
1472697000, 14964
1472724900, 6493
1472773501, 10473
1472776200, 14779
1472777102, 16601
1472778001, 17106
1472778901, 18751
1472783401, 25544
1472784300, 27993
1472785200, 26709
