1471223701, 81663
1471226401, 86275
1471227302, 82393
1471228203, 77090
1471229101, 69504
1471230002, 70621
1471230901, 70448
1471233601, 67607
1471234500, 68366
1471235401, 68249
1471262401, 88067
1471263301, 87946
1471303801, 113254
1471304701, 115857
1471305600, 109221
1471308301, 102261
1471309200, 105268
1471311902, 90502
1471314606, 85892
1471316400, 78619
1471317301, 78973
1471318201, 83390
1471319102, 75261
1471320001, 69108
1471320900, 67385
1471321801, 68697
1471322701, 66885
1471323601, 68338
1471324500, 68196
1471325400, 63430
1471326301, 64063
1471327201, 66611
1471398300, 87255
1471399201, 79505
1471401001, 70898
1471401901, 71039
1471402801, 69553
1471404602, 70200
1471405500, 72916
1471406401, 71762
1471407301, 71663
1471408201, 69940
1471409101, 71487
1471410000, 64731
1471410902, 68307
1471411800, 66406
1471412701, 69589
1471413601, 67332
1471415401, 80936
1471416301, 92695
1471417200, 98798
1471418102, 100458
1471425862, 96838
1471426458, 92030
1471446901, 98370
1471447801, 100949
1471448701, 104085
1471449600, 107471
1471451401, 101742
1471452301, 106841
1471455001, 111311
1471456801, 108889
1471457700, 113684
1471458601, 97652
1471460401, 101647
1471461300, 108423
1471462201, 102599
1471463101, 108029
1471464001, 112265
1471465800, 119307
1471473921, 108479
1471481100, 96788
1471482901, 93167
1471483801, 93205
1471484701, 92857
1471485601, 90008
1471486501, 91137
1471487401, 88899
1471489200, 92976
1471490101, 90953
1471491000, 89472
1471492801, 86932
1471493700, 86576
1471494601, 83354
1471495500, 82570
1471496401, 80017
1471497300, 75820
1471499100, 74608
1471500000, 72930
1471500901, 75867
1471568401, 109941
1471570200, 105611
1471571106, 102199
1471572002, 104414
1471572901, 102669
1471573801, 89509
1471575601, 89256
1471576501, 85398
1471578301, 75185
1471579201, 74593
1471580101, 78926
1471581000, 85985
1471581901, 82090
1471582801, 81807
1471583700, 83304
1471584601, 82157
1471624201, 109375
1471634101, 120507
1471650302, 107690
1471652101, 105577
1471653000, 101721
1471660201, 88774
1471661100, 90132
1471662001, 90525
1471662900, 89499
1471663801, 79357
1471664700, 77513
1471665601, 68507
1471666501, 67604
1471667400, 69338
1471668300, 68350
1471670101, 64294
1471671000, 66575
1471671901, 64836
1471672801, 63320
1471709701, 170595
1471710601, 180167
1471711502, 196212
1471712401, 204032
1471713301, 182373
1471714201, 190269
1471715101, 204242
1471716000, 209128
1471716901, 197095
1471718701, 224951
1471719600, 227300
1471720501, 226349
1471721401, 234897
1471722300, 259604
1471723201, 271618
1471724100, 219262
1471725001, 190118
1471725900, 232245
1471726801, 243631
1471736701, 255939
1471737600, 270346
1471738500, 275547
1471740301, 248406
1471741201, 251431
1471742100, 266527
1471743001, 270471
1471744801, 215775
1471745700, 154046
1471746601, 70661
1471747500, 73199
1471748400, 74806
1471749300, 73848
1471750201, 73803
1471751100, 69091
1471752000, 73540
1471752901, 71946
1471753802, 71103
1471754701, 71608
1471755600, 72250
1471756501, 74360
1471799702, 209630
1471807808, 265658
1471809601, 315268
1471810500, 331449
1471811418, 359627
1471812300, 376432
1471813201, 315008
1471814109, 363210
1471815017, 384299
1471816801, 328777
1471817700, 333204
1471819501, 360125
1471820401, 292971
1471822200, 87477
1471823101, 89019
1471824900, 86162
1471825801, 87206
1471827601, 89150
1471828501, 89630
1471829401, 92178
1471830301, 94431
1471831201, 95256
1471832101, 92798
1471833002, 90926
1471834801, 90774
1471836600, 86453
1471837501, 86895
1471904101, 140031
1471906800, 143063
1471907701, 148564
1471911301, 134554
1471912201, 133695
1471914000, 124462
1471914901, 127292
1471915801, 116971
1471916701, 118129
1471917601, 120336
1471918500, 104218
1471919401, 104863
1471921201, 96098
1471922101, 90376
1471923001, 87792
1471923901, 88870
1471924801, 80895
1471926601, 79830
1471927500, 78049
1471928400, 73386
1471929301, 72083
1471952906, 79911
1472000401, 107772
1472001304, 107628
1472002200, 101445
1472003101, 98747
1472004001, 102520
1472004901, 102776
1472006703, 103891
1472007600, 95193
1472009403, 96528
1472011200, 82268
1472012101, 87386
1472013901, 88758
1472016601, 87917
1472017500, 87573
1472020201, 79791
1472086801, 138239
1472088601, 118153
1472091318, 84948
1472092218, 83989
1472093101, 82959
1472094001, 85930
1472096700, 79270
1472097601, 80063
1472153270, 121180
1472167099, 172158
1472169658, 152192
1472180600, 64544
1472185279, 66466
1472186768, 68665
1472187601, 68608
1472427902, 499128
1472428800, 326694
1472429701, 240951
1472430600, 132074
1472431501, 136209
1472433300, 115149
1472435101, 121368
1472436901, 80341
1472439601, 86132
1472441401, 78587
1472443200, 74725
1472444101, 73213
1472512501, 103471
1472513401, 97131
1472514301, 97633
1472515200, 99817
1472517001, 102209
1472517901, 100808
1472518801, 92661
1472519701, 91007
1472522401, 89053
1472523301, 92310
1472524200, 83426
1472526001, 91064
1472526905, 90882
1472528701, 86350
1472530501, 82380
1472531401, 84133
1472598901, 123855
1472599801, 125234
1472605203, 109979
1472606101, 102638
1472609701, 97909
1472610601, 74172
1472611501, 69312
1472612401, 68495
1472615100, 70699
1472616000, 70826
1472616901, 70968
1472617801, 69754
1472618701, 71267
1472620501, 65436
1472639401, 77827
1472658177, 105298
1472666401, 117273
1472686201, 105605
1472687100, 103583
1472688000, 109437
1472689800, 114227
1472691600, 112031
1472692501, 109915
1472693400, 100232
1472694300, 99662
1472695201, 102107
1472697000, 97582
1472724900, 90248
1472733900, 87091
1472773501, 110056
1472776200, 88664
1472777102, 95414
1472778001, 97156
1472778901, 92307
1472783401, 78982
1472784300, 77231
1472785200, 81770
1472786263, 81205
1472788801, 71189
1472790600, 72693
1472791501, 73029
1472792400, 72528
1472862600, 103984
1472863501, 97656
1472865300, 95552
1472866201, 68164
1472868900, 69269
1472870700, 74071
1472871601, 72736
1472872501, 74164
1472873401, 76294
1472875201, 72534
1472876100, 77659
1472877001, 69806
1472878800, 77152
1472879701, 76033
1472880601, 78500
1472881501, 72786
1472882400, 84248
1472887802, 88401
1472903100, 167407
1472904002, 179974
1472904901, 173848
1472906701, 153696
1472909401, 126941
1472911200, 146316
1472912101, 158833
1472913005, 157779
1472919301, 172863
1472920200, 180941
1472921101, 183589
1472922063, 166784
1472922901, 183856
1472923801, 191825
1472924701, 155375
1472925867, 129422
1472928300, 100741
1472929200, 111217
1472930101, 145239
1472933297, 161608
1472934600, 175221
1472957100, 134230
1472958000, 146215
1472958902, 156339
1473001201, 127036
1473003001, 193686
1473003900, 229516
1473004801, 224348
1473006600, 231619
1473007500, 253123
1473008401, 259616
1473009305, 228193
1473011101, 267202
1473022801, 275443
1473024600, 316735
1473026401, 225441
1473029101, 170310
1473030901, 147236
1473031801, 138756
1473041701, 103209
1473046201, 67226
1473047101, 69209
1473048001, 73609
1473048900, 74217
1473050701, 75140
1473052501, 77073
1473100201, 211949
1473102901, 265901
1473103800, 252533
1473106501, 305468
1473111001, 313024
1473116400, 302841
1473118201, 268699
1473119100, 284885
1473120000, 285062
1473120900, 198408
1473121800, 163828
1473122701, 76621
1473127200, 83269
1473128100, 84646
1473129900, 84158
1473131701, 81924
1473132601, 86937
